0.442630261,1,6,1,0,yes
0.125328436,7,2,2,41,yes
0.031755082,3,3,1,0,yes
0.001584829,2,1,1,0,no
0.001010012,2,1,1,0,no
0.001005711,7,1,1,0,no
0.108149149,3,4,1,0,yes
0.020912103,2,4,1,0,yes
0.032078519,7,2,2,0,yes
0.001406407,7,1,1,0,no
0.001122534,3,1,1,0,no
0.00102094,7,1,1,0,no
0.24804759,1,8,1,0,yes
0.031179417,1,3,1,0,yes
0.013601867,2,6,1,0,yes
0.001073041,6,1,2,0,no
0.001073041,7,1,2,0,no
0.001031237,7,1,2,0,no
0.205087498,3,6,1,0,yes
0.055524271,7,2,2,0,yes
0.050658643,7,2,1,0,yes
0.002920992,2,1,1,0,no
0.002920992,7,1,1,0,no
0.002126153,2,1,1,0,no
0.243384302,7,3,2,44,yes
0.12209738,2,4,1,34,yes
0.089691475,3,3,1,0,yes
0.001253726,3,1,1,0,no
0.001152676,7,1,2,0,no
0.001152676,7,1,2,0,no
0.116694398,3,11,1,0,yes
0.118276656,3,2,1,0,yes
0.034597445,2,5,1,0,yes
0.000978829,7,1,2,0,no
0.000911269,7,1,1,0,no
0.000790229,3,1,1,0,no
0.554138899,1,5,1,0,yes
0.021208366,4,2,1,0,yes
0.032809831,1,1,2,0,yes
0.000731855,1,1,1,0,no
0.000731855,1,1,1,0,no
0.000731855,1,1,1,0,no
0.216265321,7,2,2,0,yes
0.019140273,3,3,1,0,yes
0.021203522,1,2,2,0,yes
0.001331772,7,1,2,0,no
0.001166294,7,1,2,0,no
0.00116511,7,1,2,0,no
0.068167694,7,2,2,0,yes
0.025388511,3,5,1,0,yes
0.026988929,1,3,1,0,yes
0.000981903,3,1,1,0,no
0.000839291,7,1,2,0,no
0.000726342,2,1,1,0,no
0.165559873,3,6,1,0,yes
0.02895407,2,10,1,0,yes
0.086413078,3,3,1,19,yes
0.000534554,1,1,2,0,no
0.000374593,7,1,2,0,no
0.000356445,1,1,1,0,no
0.42762813,3,15,1,0,yes
0.183490559,1,10,1,0,yes
0.026847312,3,3,1,0,yes
0.000497632,2,1,1,0,no
0.000317075,1,1,1,0,no
0.000265347,7,1,2,0,no
0.297000259,3,14,1,0,yes
0.240772113,1,10,1,0,yes
0.059217416,3,2,1,0,yes
0.000610272,2,1,1,0,no
0.000388845,1,1,1,0,no
0.000325409,7,1,2,0,no
0.033180285,7,5,1,0,yes
0.037556164,3,4,1,0,yes
0.093481354,7,1,2,0,yes
0.001350134,4,1,1,0,no
0.001183589,4,1,2,0,no
0.000858151,3,1,1,0,no
0.247623891,1,9,2,0,yes
0.013406753,2,7,1,0,yes
0.011510326,2,2,1,0,yes
0.000946369,7,1,2,0,no
0.000805731,5,1,1,0,no
0.000734318,7,1,2,0,no
0.08185342,1,4,2,33,yes
0.022318965,1,7,1,0,yes
0.055389743,5,2,2,0,yes
0.001625482,7,1,2,0,no
0.001583736,1,1,2,0,no
0.001385606,7,1,2,0,no
0.049708012,3,2,1,0,yes
0.022583641,2,3,1,0,yes
0.052573107,7,1,2,0,yes
0.001078895,7,1,2,0,no
0.000943886,7,1,2,0,no
0.000692417,7,1,2,0,no
0.460082918,3,20,1,0,yes
0.045871094,1,6,1,0,yes
0.028839052,1,6,2,0,yes
0.000385659,6,1,1,0,no
0.000385475,7,1,1,0,no
0.00027997,6,1,1,0,no
0.166872531,3,2,1,0,yes
0.241023988,7,1,2,0,yes
0.05292587,3,1,1,0,yes
0.012685128,7,1,2,0,no
0.006353958,2,1,1,0,no
0.0055597,3,1,1,0,no
0.128367662,3,2,1,0,yes
0.070679098,3,3,1,0,yes
0.031169772,2,5,1,0,yes
0.002213379,3,1,2,0,no
0.001936545,6,1,2,0,no
0.00189134,3,1,1,0,no
0.084216662,7,4,1,0,yes
0.129659981,7,1,2,0,yes
0.018528469,1,4,1,0,yes
0.000779452,1,1,1,0,no
0.000778661,3,1,1,0,no
0.000494237,5,1,1,0,no
0.770910442,3,13,1,0,yes
0.018109672,3,6,1,0,yes
0.01498981,7,1,2,0,yes
0.000544544,7,1,2,0,no
0.000507382,3,1,1,0,no
0.000507382,3,1,1,0,no
0.147380888,7,1,2,0,yes
0.143509507,7,1,2,0,yes
0.103245661,3,1,2,0,yes
0.007515926,7,1,1,0,no
0.006224859,7,1,2,0,no
0.005586508,7,1,2,0,no
0.182368591,1,6,1,0,yes
0.138490602,1,5,1,1,yes
0.075926788,2,6,1,9,yes
